scenario,method,run,coverage,risk
In domain,Variance gate,5,0.95,0.07345472207445983
In domain,Variance gate,5,1.0,0.07954730116279139
In domain,Variance gate,6,0.3,0.031434953368959496
In domain,Variance gate,6,0.35,0.037391377588254886
In domain,Variance gate,6,0.39999999999999997,0.04181930386882434
In domain,Variance gate,6,0.44999999999999996,0.03628173533048057
In domain,Variance gate,6,0.5,0.04553658126648156
In domain,Variance gate,6,0.5499999999999999,0.04718497017384167
In domain,Variance gate,6,0.6,0.043892270130192514
In domain,Variance gate,6,0.6499999999999999,0.05342944735346024
In domain,Variance gate,6,0.7,0.059636354285040924
In domain,Variance gate,6,0.75,0.05469287974949642
In domain,Variance gate,6,0.7999999999999999,0.06325003287724845
In domain,Variance gate,6,0.8499999999999999,0.06403856633041616
In domain,Variance gate,6,0.8999999999999999,0.07678302602518482
In domain,Variance gate,6,0.95,0.07610503565008948
In domain,Variance gate,6,1.0,0.08575985140732749
In domain,Variance gate,7,0.3,0.031807288175690035
In domain,Variance gate,7,0.35,0.02918328516280308
In domain,Variance gate,7,0.39999999999999997,0.03846875381651589
In domain,Variance gate,7,0.44999999999999996,0.043219111883868074
In domain,Variance gate,7,0.5,0.041667247002536774
In domain,Variance gate,7,0.5499999999999999,0.041720105524851274
In domain,Variance gate,7,0.6,0.04901341689989741
In domain,Variance gate,7,0.6499999999999999,0.04842598300743616
In domain,Variance gate,7,0.7,0.04740260058528823
In domain,Variance gate,7,0.75,0.059012625642461514
In domain,Variance gate,7,0.7999999999999999,0.0685757755585686
In domain,Variance gate,7,0.8499999999999999,0.06866561327766704
In domain,Variance gate,7,0.8999999999999999,0.0730887667303453
In domain,Variance gate,7,0.95,0.07746918532704365
In domain,Variance gate,7,1.0,0.09217397243728859
In domain,Variance gate,8,0.3,0.03409533117218989
In domain,Variance gate,8,0.35,0.034074921702087375
In domain,Variance gate,8,0.39999999999999997,0.04019580270511889
In domain,Variance gate,8,0.44999999999999996,0.03858727161971362
In domain,Variance gate,8,0.5,0.03954261823298999
In domain,Variance gate,8,0.5499999999999999,0.039594735765499524
In domain,Variance gate,8,0.6,0.04650711617096648
In domain,Variance gate,8,0.6499999999999999,0.054072843045103236
In domain,Variance gate,8,0.7,0.06240615112461325
In domain,Variance gate,8,0.75,0.05783430416747758
In domain,Variance gate,8,0.7999999999999999,0.05776573763241309
In domain,Variance gate,8,0.8499999999999999,0.06518283772378544
In domain,Variance gate,8,0.8999999999999999,0.0715047000251463
In domain,Variance gate,8,0.95,0.07555218020233569
In domain,Variance gate,8,1.0,0.08112486444093908
In domain,Variance gate,9,0.3,0.03369043902033237
In domain,Variance gate,9,0.35,0.035415101057568794
In domain,Variance gate,9,0.39999999999999997,0.03892799353108472
In domain,Variance gate,9,0.44999999999999996,0.04323964229414619
In domain,Variance gate,9,0.5,0.04225173879209819
In domain,Variance gate,9,0.5499999999999999,0.05121678299676474
In domain,Variance gate,9,0.6,0.04541893631803109
In domain,Variance gate,9,0.6499999999999999,0.05336262951653186
In domain,Variance gate,9,0.7,0.057567606235803315
In domain,Variance gate,9,0.75,0.05968827919649922
In domain,Variance gate,9,0.7999999999999999,0.0626261158001075
In domain,Variance gate,9,0.8499999999999999,0.0690804305091324
In domain,Variance gate,9,0.8999999999999999,0.07448637384013669
In domain,Variance gate,9,0.95,0.07967104026775268
In domain,Variance gate,9,1.0,0.08135411164172261
In domain,Variance gate,10,0.3,0.029165184130623387
In domain,Variance gate,10,0.35,0.03983438843443062
In domain,Variance gate,10,0.39999999999999997,0.03594307765856187
In domain,Variance gate,10,0.44999999999999996,0.03593886132944109
In domain,Variance gate,10,0.5,0.04137005217591713
In domain,Variance gate,10,0.5499999999999999,0.03981957430770411
In domain,Variance gate,10,0.6,0.04390878767307495
In domain,Variance gate,10,0.6499999999999999,0.054440109850624314
In domain,Variance gate,10,0.7,0.05970961781153935
In domain,Variance gate,10,0.75,0.058906340783160864
In domain,Variance gate,10,0.7999999999999999,0.061557800467703296
In domain,Variance gate,10,0.8499999999999999,0.07401329503392927
In domain,Variance gate,10,0.8999999999999999,0.06763974270221446
In domain,Variance gate,10,0.95,0.0784074811504271
In domain,Variance gate,10,1.0,0.08231555096019455
In domain,Variance gate,11,0.3,0.028579035065579225
In domain,Variance gate,11,0.35,0.03247473972797421
In domain,Variance gate,11,0.39999999999999997,0.03792654846158567
In domain,Variance gate,11,0.44999999999999996,0.03762646666763443
In domain,Variance gate,11,0.5,0.04181918477863073
In domain,Variance gate,11,0.5499999999999999,0.039953837765716975
In domain,Variance gate,11,0.6,0.048178642136066076
In domain,Variance gate,11,0.6499999999999999,0.04905751940661291
In domain,Variance gate,11,0.7,0.05626670854250186
In domain,Variance gate,11,0.75,0.05886301563879816
In domain,Variance gate,11,0.7999999999999999,0.05896883987163096
In domain,Variance gate,11,0.8499999999999999,0.06328049356730175
In domain,Variance gate,11,0.8999999999999999,0.07189257499177837
In domain,Variance gate,11,0.95,0.07553878348622405
In domain,Variance gate,11,1.0,0.08373853439542012
In domain,Variance gate,12,0.3,0.03526381959816949
In domain,Variance gate,12,0.35,0.03853303298197405
In domain,Variance gate,12,0.39999999999999997,0.037130339364845215
In domain,Variance gate,12,0.44999999999999996,0.044723475083306256
In domain,Variance gate,12,0.5,0.04459398688835672
In domain,Variance gate,12,0.5499999999999999,0.0493612595859493
In domain,Variance gate,12,0.6,0.0401906003808221
In domain,Variance gate,12,0.6499999999999999,0.05368562993435786
In domain,Variance gate,12,0.7,0.05317198441508125
In domain,Variance gate,12,0.75,0.05567922619159603
In domain,Variance gate,12,0.7999999999999999,0.06564911443582433
In domain,Variance gate,12,0.8499999999999999,0.06820042397081234
In domain,Variance gate,12,0.8999999999999999,0.07002716792463069
In domain,Variance gate,12,0.95,0.07736480918741502
In domain,Variance gate,12,1.0,0.08243102208350205
In domain,Variance gate,13,0.3,0.03218491451744414
In domain,Variance gate,13,0.35,0.0349839069406156
In domain,Variance gate,13,0.39999999999999997,0.03273849340156715
In domain,Variance gate,13,0.44999999999999996,0.03659058630850925
In domain,Variance gate,13,0.5,0.035447835007720904
In domain,Variance gate,13,0.5499999999999999,0.04353408827377683
In domain,Variance gate,13,0.6,0.04906988228833257
In domain,Variance gate,13,0.6499999999999999,0.046935213975199286
In domain,Variance gate,13,0.7,0.052830483251033296
In domain,Variance gate,13,0.75,0.062495588087938175
In domain,Variance gate,13,0.7999999999999999,0.06494974612522528
In domain,Variance gate,13,0.8499999999999999,0.06980613616454405
In domain,Variance gate,13,0.8999999999999999,0.07313927075613039
In domain,Variance gate,13,0.95,0.07576315363385483
In domain,Variance gate,13,1.0,0.08095449461135013
In domain,Variance gate,14,0.3,0.028459971815002635
In domain,Variance gate,14,0.35,0.03335672781092443
In domain,Variance gate,14,0.39999999999999997,0.035315418393576506
In domain,Variance gate,14,0.44999999999999996,0.03769194629302053
In domain,Variance gate,14,0.5,0.045075063523057214
In domain,Variance gate,14,0.5499999999999999,0.042400098635059114
In domain,Variance gate,14,0.6,0.0443838835087927
In domain,Variance gate,14,0.6499999999999999,0.050400998279035096
In domain,Variance gate,14,0.7,0.05978561475370364
In domain,Variance gate,14,0.75,0.057739801948370695
In domain,Variance gate,14,0.7999999999999999,0.07178705013245962
In domain,Variance gate,14,0.8499999999999999,0.06876797945157873
In domain,Variance gate,14,0.8999999999999999,0.06841697052240961
In domain,Variance gate,14,0.95,0.07952828286370978
In domain,Variance gate,14,1.0,0.081815825365919
In domain,Variance gate,15,0.3,0.033900196701982646
In domain,Variance gate,15,0.35,0.0368298110311285
In domain,Variance gate,15,0.39999999999999997,0.03168366018285796
In domain,Variance gate,15,0.44999999999999996,0.036572383560262635
In domain,Variance gate,15,0.5,0.04018419327610103
In domain,Variance gate,15,0.5499999999999999,0.042327558145269686
In domain,Variance gate,15,0.6,0.047940948994895746
In domain,Variance gate,15,0.6499999999999999,0.05090912096650094
In domain,Variance gate,15,0.7,0.054724283359031296
In domain,Variance gate,15,0.75,0.05855174225692074
In domain,Variance gate,15,0.7999999999999999,0.0663171752297249
In domain,Variance gate,15,0.8499999999999999,0.06376153315453356
In domain,Variance gate,15,0.8999999999999999,0.06459487059041874
In domain,Variance gate,15,0.95,0.07710014256224894
In domain,Variance gate,15,1.0,0.08079707547990753
In domain,Full gate,1,0.3,0.027732813922161623
In domain,Full gate,1,0.35,0.0279981004641369
In domain,Full gate,1,0.39999999999999997,0.02993468998123198
In domain,Full gate,1,0.44999999999999996,0.03281240713112283
In domain,Full gate,1,0.5,0.03181084085563532
In domain,Full gate,1,0.5499999999999999,0.03428622430798888
In domain,Full gate,1,0.6,0.040489277545055644
In domain,Full gate,1,0.6499999999999999,0.03924016400490278
In domain,Full gate,1,0.7,0.039627322817806884
In domain,Full gate,1,0.75,0.046040595364622454
In domain,Full gate,1,0.7999999999999999,0.051471495431983705
In domain,Full gate,1,0.8499999999999999,0.04637820638474234
In domain,Full gate,1,0.8999999999999999,0.05764768450337984
In domain,Full gate,1,0.95,0.05533479698792653
In domain,Full gate,1,1.0,0.06687930433893871
In domain,Full gate,2,0.3,0.02326208346369587
In domain,Full gate,2,0.35,0.021512802803878753
In domain,Full gate,2,0.39999999999999997,0.026199914805277412
In domain,Full gate,2,0.44999999999999996,0.029921282432450715
In domain,Full gate,2,0.5,0.026602659534242987
In domain,Full gate,2,0.5499999999999999,0.034947047324825495
In domain,Full gate,2,0.6,0.030102490798329818
In domain,Full gate,2,0.6499999999999999,0.039070874975322904
In domain,Full gate,2,0.7,0.04348762767489259
In domain,Full gate,2,0.75,0.050952239108086245
In domain,Full gate,2,0.7999999999999999,0.0494300140702288
In domain,Full gate,2,0.8499999999999999,0.04685826228174986
In domain,Full gate,2,0.8999999999999999,0.050988065280114764
In domain,Full gate,2,0.95,0.06424359364948945
In domain,Full gate,2,1.0,0.06518541588272275
In domain,Full gate,3,0.3,0.022891508251985677
In domain,Full gate,3,0.35,0.02111584847027535
In domain,Full gate,3,0.39999999999999997,0.029286732749906463
In domain,Full gate,3,0.44999999999999996,0.031551280909317296
In domain,Full gate,3,0.5,0.02656342151830359
In domain,Full gate,3,0.5499999999999999,0.03099704750779357
In domain,Full gate,3,0.6,0.03599350999406973
In domain,Full gate,3,0.6499999999999999,0.037189986113314435
In domain,Full gate,3,0.7,0.04140589769499471
In domain,Full gate,3,0.75,0.045589585724141644
In domain,Full gate,3,0.7999999999999999,0.04609362391052924
In domain,Full gate,3,0.8499999999999999,0.046538957748226153
In domain,Full gate,3,0.8999999999999999,0.05560874356668622
In domain,Full gate,3,0.95,0.05942779906430113
In domain,Full gate,3,1.0,0.06830038797632539
In domain,Full gate,4,0.3,0.023986998855686587
In domain,Full gate,4,0.35,0.02965567100684509
In domain,Full gate,4,0.39999999999999997,0.0247223396425858
In domain,Full gate,4,0.44999999999999996,0.026079391377876446
In domain,Full gate,4,0.5,0.034166457744336944
In domain,Full gate,4,0.5499999999999999,0.033804665316782105
In domain,Full gate,4,0.6,0.03850216142097279
In domain,Full gate,4,0.6499999999999999,0.03747382728680012
In domain,Full gate,4,0.7,0.0418212337747453
In domain,Full gate,4,0.75,0.044689064674769075
In domain,Full gate,4,0.7999999999999999,0.04995739998040854
In domain,Full gate,4,0.8499999999999999,0.04765194037520094
In domain,Full gate,4,0.8999999999999999,0.05534706320660178
In domain,Full gate,4,0.95,0.059540533123631605
In domain,Full gate,4,1.0,0.05911810726811163
In domain,Full gate,5,0.3,0.021728764425318504
In domain,Full gate,5,0.35,0.031368813494842246
In domain,Full gate,5,0.39999999999999997,0.02693088812078064
In domain,Full gate,5,0.44999999999999996,0.02955223051468756
In domain,Full gate,5,0.5,0.031071187735926247
In domain,Full gate,5,0.5499999999999999,0.03439206870255596
In domain,Full gate,5,0.6,0.038194929337346264
In domain,Full gate,5,0.6499999999999999,0.03698689931104573
In domain,Full gate,5,0.7,0.04399200553789523
In domain,Full gate,5,0.75,0.040397216632089304
In domain,Full gate,5,0.7999999999999999,0.04673231561823515
In domain,Full gate,5,0.8499999999999999,0.05663357390454625
In domain,Full gate,5,0.8999999999999999,0.05392350305095855
In domain,Full gate,5,0.95,0.05961782160137309
In domain,Full gate,5,1.0,0.06079634781262273
In domain,Full gate,6,0.3,0.025560582693052152
In domain,Full gate,6,0.35,0.02661774132293232
In domain,Full gate,6,0.39999999999999997,0.029965801796222175
In domain,Full gate,6,0.44999999999999996,0.02716782953227078
In domain,Full gate,6,0.5,0.02631169316801388
In domain,Full gate,6,0.5499999999999999,0.031735585044890866
In domain,Full gate,6,0.6,0.033275873281929616
In domain,Full gate,6,0.6499999999999999,0.03720657059905268
In domain,Full gate,6,0.7,0.04142245609833089
In domain,Full gate,6,0.75,0.0410127405531093
In domain,Full gate,6,0.7999999999999999,0.04735629697730857
In domain,Full gate,6,0.8499999999999999,0.04866432740602182
In domain,Full gate,6,0.8999999999999999,0.05378992805296799
In domain,Full gate,6,0.95,0.06188309304824453
In domain,Full gate,6,1.0,0.06551627154872228
In domain,Full gate,7,0.3,0.02242904475158794
In domain,Full gate,7,0.35,0.026638929768902843
In domain,Full gate,7,0.39999999999999997,0.025426268694424155
In domain,Full gate,7,0.44999999999999996,0.02981051725717654
In domain,Full gate,7,0.5,0.03303052108231726
In domain,Full gate,7,0.5499999999999999,0.03727776922678925
In domain,Full gate,7,0.6,0.04024806256300855
In domain,Full gate,7,0.6499999999999999,0.04007164314855917
In domain,Full gate,7,0.7,0.041124320553894485
In domain,Full gate,7,0.75,0.03987890975697094
In domain,Full gate,7,0.7999999999999999,0.04959675030845115
In domain,Full gate,7,0.8499999999999999,0.047253709731411686
In domain,Full gate,7,0.8999999999999999,0.055555918618311856
In domain,Full gate,7,0.95,0.05465484294475735
In domain,Full gate,7,1.0,0.06236668068143555
In domain,Full gate,8,0.3,0.024645277176661907
In domain,Full gate,8,0.35,0.02604225450621207
In domain,Full gate,8,0.39999999999999997,0.025959391062478025
In domain,Full gate,8,0.44999999999999996,0.028144351622492503
In domain,Full gate,8,0.5,0.028412896758591294
In domain,Full gate,8,0.5499999999999999,0.030659176595245863
In domain,Full gate,8,0.6,0.03514284292714716
In domain,Full gate,8,0.6499999999999999,0.041402438422737824
In domain,Full gate,8,0.7,0.04141369235577106
In domain,Full gate,8,0.75,0.04764326120725525
In domain,Full gate,8,0.7999999999999999,0.0450358828637824
In domain,Full gate,8,0.8499999999999999,0.05522040882386514
In domain,Full gate,8,0.8999999999999999,0.053182404262693876
In domain,Full gate,8,0.95,0.060686789235201655
In domain,Full gate,8,1.0,0.0627187574259472
In domain,Full gate,9,0.3,0.026360953181400828
In domain,Full gate,9,0.35,0.022963458077798093
In domain,Full gate,9,0.39999999999999997,0.02885844615548327
In domain,Full gate,9,0.44999999999999996,0.031270027008814795
In domain,Full gate,9,0.5,0.03226324601565369
In domain,Full gate,9,0.5499999999999999,0.02881474533521812
In domain,Full gate,9,0.6,0.03499714569631794
In domain,Full gate,9,0.6499999999999999,0.03622836529983604
In domain,Full gate,9,0.7,0.03851117654828586
In domain,Full gate,9,0.75,0.042114716037155206
In domain,Full gate,9,0.7999999999999999,0.04515922351537331
In domain,Full gate,9,0.8499999999999999,0.05604803784263107
In domain,Full gate,9,0.8999999999999999,0.05717180346444897
In domain,Full gate,9,0.95,0.05509127253285727
In domain,Full gate,9,1.0,0.06256437207405045
In domain,Full gate,10,0.3,0.02215208741966273
In domain,Full gate,10,0.35,0.025285993858103293
In domain,Full gate,10,0.39999999999999997,0.029325454985075272
In domain,Full gate,10,0.44999999999999996,0.02632266758878348
In domain,Full gate,10,0.5,0.0337256559285777
In domain,Full gate,10,0.5499999999999999,0.03379369818290274
In domain,Full gate,10,0.6,0.03727094328331316
In domain,Full gate,10,0.6499999999999999,0.03638217813925429
In domain,Full gate,10,0.7,0.04021058637542657
In domain,Full gate,10,0.75,0.044185561727337216
In domain,Full gate,10,0.7999999999999999,0.05371449556249755
In domain,Full gate,10,0.8499999999999999,0.05321488553186332
In domain,Full gate,10,0.8999999999999999,0.057133962276101936
In domain,Full gate,10,0.95,0.056763729112139526
In domain,Full gate,10,1.0,0.06101627689799846
In domain,Full gate,11,0.3,0.02668021505569832
In domain,Full gate,11,0.35,0.027630181935183015
In domain,Full gate,11,0.39999999999999997,0.028554933130770958
In domain,Full gate,11,0.44999999999999996,0.028961724295349763
In domain,Full gate,11,0.5,0.03519944323295143
In domain,Full gate,11,0.5499999999999999,0.042104137039174754
In domain,Full gate,11,0.6,0.035645507977091186
In domain,Full gate,11,0.6499999999999999,0.04032601299838661
In domain,Full gate,11,0.7,0.04445402264451298
In domain,Full gate,11,0.75,0.047737481142360434
In domain,Full gate,11,0.7999999999999999,0.04418216263038374
In domain,Full gate,11,0.8499999999999999,0.0575069700562756
In domain,Full gate,11,0.8999999999999999,0.05347036460770928
In domain,Full gate,11,0.95,0.05839303386985577
In domain,Full gate,11,1.0,0.059817472230718254
In domain,Full gate,12,0.3,0.025064810248036806
In domain,Full gate,12,0.35,0.027414713988264245
In domain,Full gate,12,0.39999999999999997,0.023548558232281937
In domain,Full gate,12,0.44999999999999996,0.03236631573245683
In domain,Full gate,12,0.5,0.030327345971778708
In domain,Full gate,12,0.5499999999999999,0.03646046313322328
In domain,Full gate,12,0.6,0.0343610743922165
In domain,Full gate,12,0.6499999999999999,0.037376685059157776
In domain,Full gate,12,0.7,0.04205443738940154
In domain,Full gate,12,0.75,0.049209090955789785
In domain,Full gate,12,0.7999999999999999,0.04625058344380323
In domain,Full gate,12,0.8499999999999999,0.05414941327256043
In domain,Full gate,12,0.8999999999999999,0.05624377884448777
In domain,Full gate,12,0.95,0.06153220205676013
In domain,Full gate,12,1.0,0.06341913509826821
In domain,Full gate,13,0.3,0.025377203779959615
In domain,Full gate,13,0.35,0.028219778196609948
In domain,Full gate,13,0.39999999999999997,0.03154518696979741
In domain,Full gate,13,0.44999999999999996,0.029912107288016535
In domain,Full gate,13,0.5,0.03223211776894509
In domain,Full gate,13,0.5499999999999999,0.038983847408215214
In domain,Full gate,13,0.6,0.03757145376411821
In domain,Full gate,13,0.6499999999999999,0.035059361620183645
In domain,Full gate,13,0.7,0.03924225387399895
In domain,Full gate,13,0.75,0.04481264504601409
In domain,Full gate,13,0.7999999999999999,0.04781404930868354
In domain,Full gate,13,0.8499999999999999,0.04496443479704892
In domain,Full gate,13,0.8999999999999999,0.049689449685470004
In domain,Full gate,13,0.95,0.06092301703584993
In domain,Full gate,13,1.0,0.06764608940657704
In domain,Full gate,14,0.3,0.027142275216277312
In domain,Full gate,14,0.35,0.024884920166791103
In domain,Full gate,14,0.39999999999999997,0.02450036316423459
In domain,Full gate,14,0.44999999999999996,0.03038547415988233
In domain,Full gate,14,0.5,0.03174536939572267
In domain,Full gate,14,0.5499999999999999,0.03730516295096628
In domain,Full gate,14,0.6,0.031351308311971866
In domain,Full gate,14,0.6499999999999999,0.03548248244494007
In domain,Full gate,14,0.7,0.043387581196776014
In domain,Full gate,14,0.75,0.04839108732713039
In domain,Full gate,14,0.7999999999999999,0.04426441940102807
In domain,Full gate,14,0.8499999999999999,0.047501655539052244
In domain,Full gate,14,0.8999999999999999,0.05604709834856017
In domain,Full gate,14,0.95,0.05608627087727036
In domain,Full gate,14,1.0,0.06152393651630922
In domain,Full gate,15,0.3,0.027899414409578018
In domain,Full gate,15,0.35,0.027643242079463528
In domain,Full gate,15,0.39999999999999997,0.022043857045961183
In domain,Full gate,15,0.44999999999999996,0.03300692457533577
In domain,Full gate,15,0.5,0.033827970154378086
In domain,Full gate,15,0.5499999999999999,0.029998958100067398
In domain,Full gate,15,0.6,0.03764869636965503
In domain,Full gate,15,0.6499999999999999,0.03574729931159766
In domain,Full gate,15,0.7,0.0419865456678297
In domain,Full gate,15,0.75,0.04617457679805033
In domain,Full gate,15,0.7999999999999999,0.044684079047211084
In domain,Full gate,15,0.8499999999999999,0.05248405097497705
In domain,Full gate,15,0.8999999999999999,0.05798629125376678
In domain,Full gate,15,0.95,0.05838186522205687
In domain,Full gate,15,1.0,0.06367613057372346
Geometry shift,Variance gate,1,0.3,0.06369361441000779
Geometry shift,Variance gate,1,0.35,0.059907365776668296
Geometry shift,Variance gate,1,0.39999999999999997,0.06575141355169042
Geometry shift,Variance gate,1,0.44999999999999996,0.06772059046696535
Geometry shift,Variance gate,1,0.5,0.06814274167438224
Geometry shift,Variance gate,1,0.5499999999999999,0.07171740925055539
Geometry shift,Variance gate,1,0.6,0.07117802340206238
Geometry shift,Variance gate,1,0.6499999999999999,0.07363496137758692
Geometry shift,Variance gate,1,0.7,0.07705689634031222
Geometry shift,Variance gate,1,0.75,0.08259473775257657
Geometry shift,Variance gate,1,0.7999999999999999,0.0874892785043978
Geometry shift,Variance gate,1,0.8499999999999999,0.09459743093577447
Geometry shift,Variance gate,1,0.8999999999999999,0.10116248351534281
Geometry shift,Variance gate,1,0.95,0.10020055759055602
Geometry shift,Variance gate,1,1.0,0.10722615324003537
Geometry shift,Variance gate,2,0.3,0.05690075549919586
Geometry shift,Variance gate,2,0.35,0.05966688837896188
Geometry shift,Variance gate,2,0.39999999999999997,0.05961815530526786
Geometry shift,Variance gate,2,0.44999999999999996,0.06672999052811508
Geometry shift,Variance gate,2,0.5,0.06567110000718351
Geometry shift,Variance gate,2,0.5499999999999999,0.07029214412488795
Geometry shift,Variance gate,2,0.6,0.07632796573272241
Geometry shift,Variance gate,2,0.6499999999999999,0.08022307791391066
Geometry shift,Variance gate,2,0.7,0.07646718330240745
Geometry shift,Variance gate,2,0.75,0.08217369501934108
Geometry shift,Variance gate,2,0.7999999999999999,0.0889717563823933
Geometry shift,Variance gate,2,0.8499999999999999,0.09302380921670954
Geometry shift,Variance gate,2,0.8999999999999999,0.09846140408505721
Geometry shift,Variance gate,2,0.95,0.10181767142780065
Geometry shift,Variance gate,2,1.0,0.10791005578241027
Geometry shift,Variance gate,3,0.3,0.05677182203250871
Geometry shift,Variance gate,3,0.35,0.06206929918685665
Geometry shift,Variance gate,3,0.39999999999999997,0.06273894580936844
Geometry shift,Variance gate,3,0.44999999999999996,0.06057449620516312
Geometry shift,Variance gate,3,0.5,0.07129906633192543
Geometry shift,Variance gate,3,0.5499999999999999,0.07008381908075127
Geometry shift,Variance gate,3,0.6,0.0747111504095839
Geometry shift,Variance gate,3,0.6499999999999999,0.07719314900345371
Geometry shift,Variance gate,3,0.7,0.07871295864846677
Geometry shift,Variance gate,3,0.75,0.08683393789765458
Geometry shift,Variance gate,3,0.7999999999999999,0.08799211155649089
Geometry shift,Variance gate,3,0.8499999999999999,0.09340737379964033
Geometry shift,Variance gate,3,0.8999999999999999,0.09390294813361824
Geometry shift,Variance gate,3,0.95,0.10378028815767774
Geometry shift,Variance gate,3,1.0,0.10842605756196569
Geometry shift,Variance gate,4,0.3,0.05950451519005171
Geometry shift,Variance gate,4,0.35,0.0601278705046571
Geometry shift,Variance gate,4,0.39999999999999997,0.06360474425027034
Geometry shift,Variance gate,4,0.44999999999999996,0.06070857274553894
Geometry shift,Variance gate,4,0.5,0.0647151320614714
Geometry shift,Variance gate,4,0.5499999999999999,0.06941601041601952
Geometry shift,Variance gate,4,0.6,0.06745753658788024
Geometry shift,Variance gate,4,0.6499999999999999,0.07460711329610867
Geometry shift,Variance gate,4,0.7,0.08012030648217681
Geometry shift,Variance gate,4,0.75,0.08536176873577342
Geometry shift,Variance gate,4,0.7999999999999999,0.0871304420927961
Geometry shift,Variance gate,4,0.8499999999999999,0.09184848131486989
Geometry shift,Variance gate,4,0.8999999999999999,0.09336022838731982
Geometry shift,Variance gate,4,0.95,0.10475964737592577
Geometry shift,Variance gate,4,1.0,0.10554359140117697
Geometry shift,Variance gate,5,0.3,0.05541764729547897
Geometry shift,Variance gate,5,0.35,0.06158860975037055
